source;fr;fr_dbta;en;en_dbta;pt;pt_dbta;es;es_dbta
js.import_csv_email;email;email;email;email;e-mail;e-mail;correo electrónico;correo electrónico
js.import_csv_diploma;diplôme;diplôme;diploma;diploma;diploma;diploma;diploma;diploma
js.import_csv_sector;secteur;secteur;sector;sector;setor;setor;sector;sector
js.import_csv_subsector;filière;filière;subsector;subsector;subsetor;subsetor;subsector;subsector
js.import_csv_legal_status;statut juridique;statut juridique;legal status;legal status;status legal;status legal;estatuto jurídico;estatuto jurídico
js.in_traning;En cours de formation;En cours de formation;In traning;In traning;Em treinamento;Em treinamento;En formación;En formación
js.please_select_once_profil;Un seul profil autorisé;Un seul profil autorisé;Only one autorized profile;Only one autorized profile;Apenas um perfil permitido;Apenas um perfil permitido;Sólo se permite un perfil;Sólo se permite un perfil
js.closed;Expirée;Expirée;Expired;Expired;Expirado;Expirado;Venció;Venció
js.applied_again;Re Postuler;Re Postuler;Reapply;Reapply;Reaplicar;Reaplicar;Aplicar de nuevo;Aplicar de nuevo
js.no_internet_connexion;Vous n'êtes pas connecté à Internet;Vous n'êtes pas connecté à Internet;You are not connected to the Internet;You are not connected to the Internet;Você não está conectado à Internet;Você não está conectado à Internet;No estás conectado a Internet;No estás conectado a Internet
;;;;;;;;
error.invalid_phone;Téléphone invalide;Téléphone invalide;Invalid phone number;Invalid phone number;Número de telefone inválido;Número de telefone inválido;Número de teléfono no válido;Número de teléfono no válido
error.invalid_mail;Mail invalide;Mail invalide;Invalid email;Invalid email;E-mail inválido;E-mail inválido;Correo electrónico no válido;Correo electrónico no válido
error.unauthorized_or_unknown_country;Pays non autorisé ou inconnu;Pays non autorisé ou inconnu;Unauthorized or unknown country;Unauthorized or unknown country;País não autorizado ou desconhecido;País não autorizado ou desconhecido;País no autorizado o desconocido;País no autorizado o desconocido
error.unauthorized_or_unknown_prefecture;Préfecture non autorisé ou inconnu;Préfecture non autorisé ou inconnu;Unauthorized or unknown prefecture;Unauthorized or unknown prefecture;Prefectura não autorizado ou desconhecido;Prefectura não autorizado ou desconhecido;Prefectura no autorizado o desconocido;Prefectura no autorizado o desconocido
error.fill_in_the_name_of_the_company;Veuillez renseigner le nom de l\'entreprise;Veuillez renseigner le nom de l\'entreprise;Please complete the name of the company;Please complete the name of the company;Por favor, preencha o nome da empresa;Por favor, preencha o nome da empresa;Por favor, complete el nombre de la empresa;Por favor, complete el nombre de la empresa
error.please_fill_in_the_company_website;Veuillez renseigner le site de l\'entreprise;Veuillez renseigner le site de l\'entreprise;Please complete the company website;Please complete the company website;Preencha o site da empresa;Preencha o site da empresa;Por favor, complete el sitio web de la empresa;Por favor, complete el sitio web de la empresa
error.please_fill_in_the_street_number;Veuillez renseigner le numero de la rue;Veuillez renseigner le numero de la rue;Please complete the street number;Please complete the street number;Preencha o número da rua;Preencha o número da rua;Por favor, complete el número de la calle;Por favor, complete el número de la calle
error.invalid_phone_number;Numéro de Téléphone invalide;Numéro de Téléphone invalide;Invalid phone number;Invalid phone number;Número de telefone inválido;Número de telefone inválido;Número de teléfono no válido;Número de teléfono no válido
error.invalid_email;Email invalide;Email invalide;Invalid Email;Invalid Email;E-mail inválido;E-mail inválido;Correo electrónico no válido;Correo electrónico no válido
error.fill_in_wording;Veuillez renseigner le libellé;Veuillez renseigner le libellé;Please fill in the wording;Please fill in the wording;Por favor preencha o texto;Por favor preencha o texto;Por favor complete el texto;Por favor complete el texto
;;;;;;;;
;<-Datatable->;<-Datatable->;;;;;;
datatable.processing;Traitement en cours...;Traitement en cours...;Processing...;Processing...;Tratamento em andamento...;Tratamento em andamento...;Procesamiento...;Procesamiento...
datatable.search;Rechercher :;Rechercher :;Search :;Search :;Pesquisar :;Pesquisar :;Búsqueda :;Búsqueda :
datatable.lengthMenu;Afficher _MENU_ éléments;Afficher _MENU_ éléments;Show _MENU_ elements;Show _MENU_ elements;Mostrar _MENU_ itens;Mostrar _MENU_ itens;Mostrar _MENU_ elementos;Mostrar _MENU_ elementos
datatable.info;Affichage de l'élement _START_ à _END_ sur _TOTAL_ éléments;Affichage de l'élement _START_ à _END_ sur _TOTAL_ éléments;Showing of element _START_ to _END_ on _TOTAL_ elements;Showing of element _START_ to _END_ on _TOTAL_ elements;Exibição do elemento _START_ em _END_ em _TOTAL_ elementos;Exibição do elemento _START_ em _END_ em _TOTAL_ elementos;Mostrar elemento _START_ to _END_ on _TOTAL_ elementos;Mostrar elemento _START_ to _END_ on _TOTAL_ elementos
datatable.infoEmpty;Affichage de 0 élément;Affichage de 0 élément;Showing of 0 element;Showing of 0 element;Mostrando 0 itens;Mostrando 0 itens;Mostrar elemento 0;Mostrar elemento 0
datatable.infoFiltered;(filtré de _MAX_ éléments au total);(filtré de _MAX_ éléments au total);(filtered of totaly _MAX_ éléments);(filtered of totaly _MAX_ éléments);(filtrado de _MAX_ itens no total);(filtrado de _MAX_ itens no total);(filtrado de total _MAX_ éléments);(filtrado de total _MAX_ éléments)
datatable.infoPostFix;;;;;;;;
datatable.loadingRecords;Chargement en cours...;Chargement en cours...;Loading in progress...;Loading in progress...;Carregando...;Carregando...;Cargando...;Cargando...
datatable.zeroRecords;Aucun élément à afficher;Aucun élément à afficher;No element to show;No element to show;Nenhum item para exibir;Nenhum item para exibir;Ningún elemento que mostrar;Ningún elemento que mostrar
datatable.emptyTable;Aucune donnée disponible dans le tableau No data available in table;Aucune donnée disponible dans le tableau No data available in table;;;Nenhum dado disponível na tabela Nenhum dado disponível na tabela;Nenhum dado disponível na tabela Nenhum dado disponível na tabela;;
datatable.paginate.first;Premier;Premier;first;first;Primeiro;Primeiro;primero;primero
datatable.paginate.previous;Précédent;Précédent;previous;previous;Anterior;Anterior;anterior;anterior
datatable.paginate.next;Suivant;Suivant;Next;Next;Seguindo;Seguindo;Siguiente;Siguiente
datatable.paginate.last;Dernier;Dernier;Last;Last;Durar;Durar;Última;Última
datatable.aria.sortAscending;: activer pour trier la colonne par ordre croissant;: activer pour trier la colonne par ordre croissant;: activate to sort the column in ascending order;: activate to sort the column in ascending order;: ativar para classificar a coluna em ordem crescente;: ativar para classificar a coluna em ordem crescente;activar para ordenar la columna en orden ascendente;activar para ordenar la columna en orden ascendente
datatable.aria.sortDescending;: activer pour trier la colonne par ordre décroissant;: activer pour trier la colonne par ordre décroissant;: activate to sort the column in descending order;: activate to sort the column in descending order;: ative para classificar a coluna em ordem decrescente;: ative para classificar a coluna em ordem decrescente;activar para ordenar la columna en orden descendente;activar para ordenar la columna en orden descendente
;;;;;;;;
un homme;un homme;un homme;a male;a male;um homem;um homem;un hombre;un hombre
une femme;une femme;une femme;a female;a female;uma mulher;uma mulher;una mujer;una mujer
entre 1 et 4 heures;entre 1 et 4 heures;entre 1 et 4 heures;between 1 and 4 hours;between 1 and 4 hours;entre 1 e 4 horas;entre 1 e 4 horas;entre 1 y 4 horas;entre 1 y 4 horas
entre 5 et 8 heures;entre 5 et 8 heures;entre 5 et 8 heures;between 5 and 8 hours;between 5 and 8 hours;entre 5 e 8 horas;entre 5 e 8 horas;entre 5 y 8 horas;entre 5 y 8 horas
de 1 à 5;de 1 à 5;de 1 à 5;from 1 to 5;from 1 to 5;de 1 a 5;de 1 a 5;de 1 a 5;de 1 a 5
de 11 à 20;de 11 à 20;de 11 à 20;from 11 to 20;from 11 to 20;de 11 a 20;de 11 a 20;de 11 a 20;de 11 a 20
de 21 à 50;de 21 à 50;de 21 à 50;from 21 to 50;from 21 to 50;de 21 a 50;de 21 a 50;de 21 a 50;de 21 a 50
de 6 à 10;de 6 à 10;de 6 à 10;from 6 to 10;from 6 to 10;de 6 a 10;de 6 a 10;de 6 a 10 horas;de 6 a 10 horas
> 10;> 10;> 10;> 10;> 10;> 10;> 10;> 10;> 10
> 50;> 50;> 50;> 50;> 50;> 50;> 50;> 50;> 50
bon;bon;bon;good;good;bom;bom;bueno;bueno
"satisfaisant ; entre les deux";"satisfaisant ; entre les deux";"satisfaisant ; entre les deux";satisfying, between the two;satisfying, between the two;satisfatório, entre os dois;satisfatório, entre os dois;satisfactorio, entre los dos;satisfactorio, entre los dos
insatisfaisant;insatisfaisant;insatisfaisant;unsatisfactory;unsatisfactory;insatisfatório;insatisfatório;insatisfactorio;insatisfactorio
très insatisfaisant;très insatisfaisant;très insatisfaisant;very unsatisfactory;very unsatisfactory;muito insatisfatório;muito insatisfatório;muy insatisfactorio;muy insatisfactorio
;;;;;;;;
satisfaction.less_than_a_month;Moins d'un mois;Moins d'un mois;Less than a month;Less than a month;Menos de um mês;Menos de um mês;Menos de un mes;Menos de un mes
satisfaction.between_1_and_3_months;Entre 1 et 3 mois;Entre 1 et 3 mois;Between 1 and 3 months;Between 1 and 3 months;Entre 1 e 3 meses;Entre 1 e 3 meses;Entre 1 y 3 meses;Entre 1 y 3 meses
satisfaction.more_than_3_months;Plus de 3 mois;Plus de 3 mois;More than 3 months;More than 3 months;Mais de 3 meses;Mais de 3 meses;Más de 3 meses;Más de 3 meses
;;;;;;;;
;;;;;;;;
;;;;;;;;
centre de formation professionnelle;Centre de Formation Professionnelle (CFP);Centre de Formation Professionnelle (CFP);Vocational Training Center (VTC) ;Vocational Training Center (VTC) ;Centro de treinamento vocacional (VTC) ;Centro de treinamento vocacional (VTC) ;Centro de Formación Profesional (CFP);Centro de Formación Profesional (CFP)
Centre de Formation Professionnelle (CFP);Centre de Formation Professionnelle (CFP);Centre de Formation Professionnelle (CFP);Vocational Training Center (VTC) ;Vocational Training Center (VTC) ;Centro de treinamento vocacional (VTC) ;Centro de treinamento vocacional (VTC) ;Centro de Formación Profesional (CFP) ;Centro de Formación Profesional (CFP) 
lycée technique;Lycée Technique (LT);Lycée Technique (LT);Technical Secondary School (TSS);Technical Secondary School (TSS);Escola Técnica Secundária (TSS);Escola Técnica Secundária (TSS);Escuela Técnica Secundaria (ETS);Escuela Técnica Secundaria (ETS)
Lycée Technique (LT);Lycée Technique (LT);Lycée Technique (LT);Technical Secondary School (TSS);Technical Secondary School (TSS);Escola Técnica Secundária (TSS);Escola Técnica Secundária (TSS);Escuela Técnica Secundaria (ETS);Escuela Técnica Secundaria (ETS)
Projet_de_mariage;Projet de mariage et/ou d'avoir des enfants;Projet de mariage et/ou d'avoir des enfants;Wedding project or project of having children?;Wedding project or project of having children?;Projeto de casamento ou projeto de ter filhos?;Projeto de casamento ou projeto de ter filhos?;¿Proyecto de boda o proyecto de tener hijos?;¿Proyecto de boda o proyecto de tener hijos?
